ENSG00000186092	ENSMUSG00000051951	FBgn0002121	AT1G01010	
			AT5G03690	
			AT5G03700	
			AT5G03710	
			AT5G03720	
			AT5G03730	
			AT5G03740	
			AT5G03750	
			AT5G03760	
			AT5G03770	
			AT5G03780	
			AT5G03790	
			AT5G03795	
			AT5G03800	
			AT5G03810	
			AT5G03820	
			AT5G03830	
			AT5G03840	
			AT5G03860	
			AT5G03870	
			AT5G03880	
			AT5G03885	
			AT5G03890	
			AT5G03900	
			AT5G03905	
			AT5G03910	
			AT5G03920	
			AT5G03930	
			AT5G03940	
			AT5G03944	
			AT5G03960	
			AT5G03970	
			AT5G03980	
			AT5G03990	
			AT5G03995	
			AT5G04000	
			AT5G04010	
			AT5G04020	
			AT5G04030	
			AT5G04040	
			AT5G04045	
			AT5G04047	
			AT5G04050	
			AT5G04060	
			AT5G04070	
			AT5G04080	
			AT5G04090	
			AT5G04110	
			AT5G04120	
			AT5G04130	
			AT5G04140	
			AT5G04150	
			AT5G04160	
			AT5G04170	
			AT5G04180	
			AT5G04190	
			AT5G04200	
			AT5G04210	
			AT5G04220	
			AT5G04230	
			AT5G04240	
			AT5G04238	
			AT5G04250	
			AT5G04260	
			AT5G04267	
			AT5G04270	
			AT5G04280	
			AT5G04290	
			AT5G04310	
			AT5G04320	
			AT5G04330	
			AT5G04340	
			AT5G04347	
			AT5G04350	
			AT5G04360	
			AT5G04370	
			AT5G04380	
			AT5G04390	
			AT5G04395	
			AT5G04400	
			AT5G04410	
			AT5G04420	
			AT5G04430	
			AT5G04440	
			AT5G04460	
			AT5G04470	
			AT5G04475	
			AT5G04480	
			AT5G04490	
			AT5G04500	
			AT5G04510	
			AT5G04520	
			AT5G04530	
			AT5G04540	
			AT5G04550	
			AT5G04560	
			AT5G04590	
			AT5G04600	
			AT5G04610	
			AT5G04620	
			AT5G04630	
			AT5G04640	
			AT5G04670	
			AT5G04660	
			AT5G04680	
			AT5G04690	
			AT5G04700	
			AT5G04710	
			AT5G04720	
			AT5G04730	
			AT5G04740	
			AT5G04750	
			AT5G04760	
			AT5G04770	
			AT5G04780	
			AT5G04800	
			AT5G04790	
			AT5G04810	
			AT5G04820	
			AT5G04830	
			AT5G04840	
			AT5G04850	
			AT5G04853	
			AT5G04860	
			AT5G04870	
			AT5G04885	
			AT5G04890	
			AT5G04895	
			AT5G04900	
			AT5G04910	
			AT5G04920	
			AT5G04930	
			AT5G04933	
			AT5G04937	
			AT5G04940	
			AT5G04950	
			AT5G04960	
			AT5G04970	
			AT5G04980	
			AT5G04990	
			AT5G05000	
			AT5G05010	
			AT5G05020	
			AT5G05030	
			AT5G05040	
			AT5G05050	
			AT5G05060	
			AT5G05070	
			AT5G05080	
			AT5G05085	
			AT5G05090	
			AT5G05100	
			AT5G05110	
			AT5G05113	
			AT5G05120	
			AT5G05130	
			AT5G05140	
			AT5G05150	
			AT5G05160	
			AT5G05170	
			AT5G05180	
			AT5G05190	
			AT5G05200	
			AT5G05210	
			AT5G05220	
			AT5G05230	
			AT5G05240	
			AT5G05250	
			AT5G05260	
			AT5G05270	
			AT5G05280	
			AT5G05285	
			AT5G05290	
			AT5G05300	
			AT5G05310	
			AT5G05320	
			AT5G05330	
			AT5G05340	
			AT5G05350	
			AT5G05360	
			AT5G05365	
			AT5G05370	
			AT5G05380	
			AT5G05390	
			AT5G05400	
			AT5G05410	
			AT5G05420	
			AT5G05430	
			AT5G05440	
			AT5G05450	
			AT5G05460	
			AT5G05470	
			AT5G05480	
			AT5G05490	
			AT5G05500	
			AT5G05510	
			AT5G05520	
			AT5G05530	
			AT5G05540	
			AT5G05550	
			AT5G05560	
			AT5G05570	
			AT5G05580	
			AT5G05590	
			AT5G05598	
			AT5G05600	
			AT5G05610	
			AT5G05620	
			AT5G05630	
			AT5G05635	
			AT5G05640	
			AT5G05650	
			AT5G05653	
			AT5G05657	
			AT5G05660	
			AT5G05670	
			AT5G05675	
			AT5G05680	
			AT5G05690	
			AT5G05710	
			AT5G05720	
			AT5G05730	
			AT5G05735	
			AT5G05740	
			AT5G05750	
			AT5G05760	
			AT5G05770	
			AT5G05780	
			AT5G05790	
			AT5G05800	
			AT5G05810	
			AT5G05820	
			AT5G05830	
			AT5G05840	
			AT5G05850	
			AT5G05860	
			AT5G05870	
			AT5G05880	
			AT5G05890	
			AT5G05900	
			AT5G05910	
			AT5G05920	
			AT5G05930	
			AT5G05940	
			AT5G05950	
			AT5G05960	
			AT5G05965	
			AT5G05970	
			AT5G05980	
			AT5G05987	
			AT5G05990	
			AT5G06000	
			AT5G06010	
			AT5G06020	
			AT5G06030	
			AT5G06040	
			AT5G06043	
			AT5G06050	
			AT5G06060	
			AT5G06070	
			AT5G06080	
			AT5G06090	
			AT5G06100	
			AT5G06110	
			AT5G06120	
			AT5G06130	
			AT5G06140	
			AT5G06150	
			AT5G06160	
			AT5G06170	
			AT5G06180	
			AT5G06190	
			AT5G06200	
			AT5G06210	
			AT5G06220	
			AT5G06230	
			AT5G06240	
			AT5G06250	
			AT5G06260	
			AT5G06265	
			AT5G06270	
			AT5G06280	
			AT5G06290	
			AT5G06300	
			AT5G06310	
			AT5G06320	
			AT5G06330	
			AT5G06340	
			AT5G06350	
			AT5G06360	
			AT5G06370	
			AT5G06380	
			AT5G06390	
			AT5G06400	
			AT5G06410	
			AT5G06420	
			AT5G06430	
			AT5G06440	
			AT5G06450	
			AT5G06460	
			AT5G06470	
			AT5G06480	
			AT5G06490	
			AT5G06500	
			AT5G06510	
			AT5G06520	
			AT5G06530	
			AT5G06540	
			AT5G06550	
			AT5G06560	
			AT5G06570	
			AT5G06580	
			AT5G06590	
			AT5G06600	
			AT5G06610	
			AT5G06620	
			AT5G06630	
			AT5G06640	
			AT5G06645	
			AT5G06650	
			AT5G06660	
			AT5G06670	
			AT5G06680	
			AT5G06690	
			AT5G06700	
			AT5G06710	
			AT5G06720	
			AT5G06730	
			AT5G06740	
			AT5G06750	
			AT5G06755	
			AT5G06760	
			AT5G06770	
			AT5G06780	
			AT5G06790	
			AT5G06800	
			AT5G06810	
			AT5G06811	
			AT5G06820	
			AT5G06830	
			AT5G06839	
			AT5G06850	
			AT5G06860	
			AT5G06870	
			AT5G06890	
			AT5G06900	
			AT5G06905	
			AT5G06910	
			AT5G06920	
			AT5G06930	
			AT5G06940	
			AT5G06950	
			AT5G06960	
			AT5G06970	
			AT5G06980	
			AT5G06990	
			AT5G07000	
			AT5G07010	
			AT5G07020	
			AT5G07030	
			AT5G07040	
			AT5G07050	
			AT5G07060	
			AT5G07070	
			AT5G07080	
			AT5G07090	
			AT5G07100	
			AT5G07110	
			AT5G07120	
			AT5G07130	
			AT5G07140	
			AT5G07150	
			AT5G07160	
			AT5G07165	
			AT5G07170	
			AT5G07175	
			AT5G07180	
			AT5G07190	
			AT5G07200	
			AT5G07210	
			AT5G07220	
			AT5G07225	
			AT5G07230	
			AT5G07240	
			AT5G07250	
			AT5G07260	
			AT5G07270	
			AT5G07280	
			AT5G07290	
			AT5G07300	
			AT5G07310	
			AT5G07320	
			AT5G07330	
			AT5G07340	
			AT5G07350	
			AT5G07360	
			AT5G07370	
			AT5G07380	
			AT5G07390	
			AT5G07400	
			AT5G07410	
			AT5G07420	
			AT5G07430	
			AT5G07450	
			AT5G07460	
			AT5G07470	
			AT5G07475	
			AT5G07480	
			AT5G07490	
			AT5G07500	
			AT5G07510	
			AT5G07520	
			AT5G07530	
			AT5G07540	
			AT5G07545	
			AT5G07550	
			AT5G07560	
			AT5G07570	
			AT5G07571	
			AT5G07572	
			AT5G07580	
			AT5G07590	
			AT5G07600	
			AT5G07610	
			AT5G07620	
			AT5G07630	
			AT5G07640	
			AT5G07650	
			AT5G07660	
			AT5G07670	
			AT5G07680	
			AT5G07690	
			AT5G07700	
			AT5G07710	
			AT5G07720	
			AT5G07730	
			AT5G07740	
			AT5G07760	
			AT5G07770	
			AT5G07780	
			AT5G07790	
			AT5G07800	
			AT5G07810	
			AT5G07820	
			AT5G07830	
			AT5G07840	
			AT5G07850	
			AT5G07860	
			AT5G07870	
			AT5G07880	
			AT5G07890	
			AT5G07900	
			AT5G07910	
			AT5G07920	
			AT5G07930	
			AT5G07940	
			AT5G07950	
			AT5G07960	
			AT5G07970	
			AT5G07980	
			AT5G07990	
			AT5G08000	
			AT5G08005	
			AT5G08010	
			AT5G08020	
			AT5G08030	
			AT5G08040	
			AT5G08050	
			AT5G08055	
			AT5G08060	
			AT5G08070	
			AT5G08080	
			AT5G08090	
			AT5G08100	
			AT5G08110	
			AT5G08120	
			AT5G08130	
			AT5G08139	
			AT5G08141	
			AT5G08150	
			AT5G08160	
			AT5G08170	
			AT5G08180	
			AT5G08190	
			AT5G08200	
			AT5G08230	
			AT5G08240	
			AT5G08250	
			AT5G08260	
			AT5G08270	
			AT5G08280	
			AT5G08290	
			AT5G08300	
			AT5G08305	
			AT5G08310	
			AT5G08315	
			AT5G08320	
			AT5G08330	
			AT5G08335	
			AT5G08340	
			AT5G08350	
			AT5G08360	
			AT5G08370	
			AT5G08380	
			AT5G08391	
			AT5G08390	
			AT5G08400	
			AT5G08410	
			AT5G08415	
			AT5G08420	
			AT5G08430	
			AT5G08440	
			AT5G08450	
			AT5G08460	
			AT5G08480	
			AT5G08490	
			AT5G08500	
			AT5G08505	
			AT5G08510	
			AT5G08520	
			AT5G08530	
			AT5G08535	
			AT5G08540	
			AT5G08550	
			AT5G08560	
			AT5G08565	
			AT5G08570	
			AT5G08580	
			AT5G08590	
			AT5G08600	
			AT5G08610	
			AT5G08620	
			AT5G08630	
			AT5G08640	
			AT5G08650	
			AT5G08660	
			AT5G08670	
			AT5G08680	
			AT5G08690	
			AT5G08695	
			AT5G08710	
			AT5G08720	
			AT5G08730	
			AT5G08740	
			AT5G08750	
			AT5G08760	
			AT5G08770	
			AT5G08780	
			AT5G08790	
			AT5G09210	
			AT5G09220	
			AT5G09225	
			AT5G09230	
			AT5G09240	
			AT5G09250	
			AT5G09260	
			AT5G09270	
			AT5G09280	
			AT5G09290	
			AT5G09300	
			AT5G09310	
			AT5G09315	
			AT5G09320	
			AT5G09330	
			AT5G09340	
			AT5G09350	
			AT5G09360	
			AT5G09370	
			AT5G09380	
			AT5G09390	
			AT5G09400	
			AT5G09410	
			AT5G09420	
			AT5G09430	
			AT5G09445	
			AT5G09450	
			AT5G09460	
			AT5G09470	
			AT5G09480	
			AT5G09490	
			AT5G09500	
			AT5G09510	
			AT5G09520	
			AT5G09530	
			AT5G09540	
			AT5G09550	
			AT5G09560	
			AT5G09570	
			AT5G09580	
			AT5G09590	
			AT5G09610	
			AT5G09620	
			AT5G09630	
			AT5G09640	
			AT5G09650	
			AT5G09660	
			AT5G09670	
			AT5G09680	
			AT5G09690	
			AT5G09700	
			AT5G09711	
			AT5G09720	
			AT5G09730	
			AT5G09740	
			AT5G09750	
			AT5G09760	
			AT5G09770	
			AT5G09780	
			AT5G09790	
			AT5G09800	
			AT5G09805	
			AT5G09810	
			AT5G09830	
			AT5G09840	
			AT5G09850	
			AT5G09860	
			AT5G09870	
			AT5G09876	
			AT5G09880	
			AT5G09890	
			AT5G09900	
			AT5G09920	
			AT5G09930	
			AT5G09940	
			AT5G09950	
			AT5G09960	
			AT5G09970	
			AT5G09976	
			AT5G09978	
			AT5G09980	
			AT5G09990	
			AT5G09995	
			AT5G10000	
			AT5G10010	
			AT5G10020	
			AT5G10030	
			AT5G10040	
			AT5G10050	
			AT5G10060	
			AT5G10070	
			AT5G10080	
			AT5G10090	
			AT5G10100	
			AT5G10110	
			AT5G10120	
			AT5G10130	
			AT5G10140	
			AT5G10150	
			AT5G10160	
			AT5G10170	
			AT5G10180	
			AT5G10190	
			AT5G10200	
			AT5G10210	
			AT5G10220	
			AT5G10230	
			AT5G10240	
			AT5G10250	
			AT5G10260	
			AT5G10270	
			AT5G10280	
			AT5G10290	
			AT5G10300	
			AT5G10310	
			AT5G10320	
			AT5G10336	
			AT5G10340	
			AT5G10350	
			AT5G10360	
			AT5G10370	
			AT5G10380	
			AT5G10410	
			AT5G10420	
			AT5G10430	
			AT5G10435	
			AT5G10440	
			AT5G10450	
			AT5G10460	
			AT5G10470	
			AT5G10480	
			AT5G10490	
			AT5G10500	
			AT5G10510	
			AT5G10520	
			AT5G10540	
			AT5G10530	
			AT5G10550	
			AT5G10560	
			AT5G10570	
			AT5G10580	
			AT5G10590	
			AT5G10600	
			AT5G10605	
			AT5G10610	
			AT5G10620	
			AT5G10625	
			AT5G10630	
			AT5G10650	
			AT5G10660	
			AT5G10680	
			AT5G10690	
			AT5G10695	
			AT5G10700	
			AT5G10710	
			AT5G10720	
			AT5G10730	
			AT5G10740	
			AT5G10745	
			AT5G10750	
			AT5G10760	
			AT5G10770	
			AT5G10780	
			AT5G10790	
			AT5G10800	
			AT5G10810	
			AT5G10820	
			AT5G10830	
			AT5G10840	
			AT5G10860	
			AT5G10870	
			AT5G10880	
			AT5G10890	
			AT5G10900	
			AT5G10910	
			AT5G10920	
			AT5G10930	
			AT5G10940	
			AT5G10946	
			AT5G10950	
			AT5G10960	
			AT5G10970	
			AT5G10990	
			AT5G11000	
			AT5G11010	
			AT5G11020	
			AT5G11030	
			AT5G11040	
			AT5G11050	
			AT5G11060	
			AT5G11070	
			AT5G11080	
			AT5G11090	
			AT5G11130	
			AT5G11140	
			AT5G11150	
			AT5G11160	
			AT5G11170	
			AT5G11180	
			AT5G11190	
			AT5G11200	
			AT5G11210	
			AT5G11220	
			AT5G11230	
			AT5G11240	
			AT5G11250	
			AT5G11260	
			AT5G11270	
			AT5G11280	
			AT5G11290	
			AT5G11300	
			AT5G11310	
			AT5G11320	
			AT5G11330	
			AT5G11340	
			AT5G11350	
			AT5G11360	
			AT5G11370	
			AT5G11380	
			AT5G11390	
			AT5G11400	
			AT5G11410	
			AT5G11412	
			AT5G11416	
			AT5G11420	
			AT5G11430	
			AT5G11425	
			AT5G11440	
			AT5G11450	
			AT5G11460	
			AT5G11470	
			AT5G11480	
			AT5G11490	
			AT5G11500	
			AT5G11510	
			AT5G11520	
			AT5G11530	
			AT5G11540	
			AT5G11550	
			AT5G11560	
			AT5G11565	
			AT5G11570	
			AT5G11580	
			AT5G11590	
			AT5G11600	
			AT5G11610	
			AT5G11620	
			AT5G11630	
			AT5G11640	
			AT5G11650	
			AT5G11660	
			AT5G11670	
			AT5G11680	
			AT5G11690	
			AT5G11700	
			AT5G11710	
			AT5G11720	
			AT5G11730	
			AT5G11740	
			AT5G11750	
			AT5G11760	
			AT5G11770	
			AT5G11780	
			AT5G11790	
			AT5G11800	
			AT5G11810	
			AT5G11820	
			AT5G11830	
			AT5G11840	
			AT5G11850	
			AT5G11860	
			AT5G11870	
			AT5G11880	
			AT5G11890	
			AT5G11900	
			AT5G11910	
			AT5G11920	
			AT5G11930	
			AT5G11940	
			AT5G11950	
			AT5G11960	
			AT5G11970	
			AT5G11975	
			AT5G11980	
			AT5G11990	
			AT5G12000	
			AT5G12010	
			AT5G12020	
			AT5G12030	
			AT5G12043	
			AT5G12050	
			AT5G12060	
			AT5G12070	
			AT5G12080	
			AT5G12090	
			AT5G12100	
			AT5G12110	
			AT5G12120	
			AT5G12130	
			AT5G12140	
			AT5G12150	
			AT5G12170	
			AT5G12180	
			AT5G12190	
			AT5G12200	
			AT5G12210	
			AT5G12220	
			AT5G12230	
			AT5G12235	
			AT5G12236	
			AT5G12240	
			AT5G12250	
			AT5G12260	
			AT5G12270	
			AT5G12280	
			AT5G12290	
			AT5G12300	
			AT5G12310	
			AT5G12320	
			AT5G12330	
			AT5G12340	
			AT5G12350	
			AT5G12360	
			AT5G12370	
			AT5G12380	
			AT5G12390	
			AT5G12400	
			AT5G12410	
			AT5G12420	
			AT5G12430	
			AT5G12440	
			AT5G12450	
			AT5G12460	
			AT5G12470	
			AT5G12480	
			AT5G12840	
			AT5G12850	
			AT5G12860	
			AT5G12870	
			AT5G12880	
			AT5G12890	
			AT5G12900	
			AT5G12910	
			AT5G12920	
			AT5G12930	
			AT5G12940	
			AT5G12950	
			AT5G12960	
			AT5G12970	
			AT5G12980	
			AT5G12990	
			AT5G13000	
			AT5G13010	
			AT5G13020	
			AT5G13030	
			AT5G13050	
			AT5G13060	
			AT5G13070	
			AT5G13080	
			AT5G13090	
			AT5G13100	
			AT5G13110	
			AT5G13120	
			AT5G13130	
			AT5G13140	
			AT5G13150	
			AT5G13160	
			AT5G13170	
			AT5G13180	
			AT5G13181	
			AT5G13190	
			AT5G13200	
			AT5G13210	
			AT5G13220	
			AT5G13230	
			AT5G13240	
			AT5G13250	
			AT5G13260	
			AT5G13270	
			AT5G13280	
			AT5G13290	
			AT5G13295	
			AT5G13300	
			AT5G13310	
			AT5G13320	
			AT5G13330	
			AT5G13340	
			AT5G13350	
			AT5G13360	
			AT5G13370	
			AT5G13380	
			AT5G13390	
			AT5G13400	
			AT5G13410	
			AT5G13420	
			AT5G13430	
			AT5G13440	
			AT5G13450	
			AT5G13460	
			AT5G13470	
			AT5G13480	
			AT5G13490	
			AT5G13500	
			AT5G13510	
			AT5G13520	
			AT5G13530	
			AT5G13550	
			AT5G13560	
			AT5G13565	
			AT5G13570	
			AT5G13580	
			AT5G13590	
			AT5G13600	
			AT5G13610	
			AT5G13620	
			AT5G13630	
			AT5G13640	
			AT5G13650	
			AT5G13660	
			AT5G13670	
			AT5G13680	
			AT5G13690	
			AT5G13700	
			AT5G13710	
			AT5G13720	
			AT5G13730	
			AT5G13740	
			AT5G13750	
			AT5G13760	
			AT5G13770	
			AT5G13780	
			AT5G13790	
			AT5G13800	
			AT5G13810	
			AT5G13820	
			AT5G13825	
			AT5G13830	
			AT5G13840	
			AT5G13850	
			AT5G13860	
			AT5G13870	
			AT5G13880	
			AT5G13890	
			AT5G13900	
			AT5G13910	
			AT5G13920	
			AT5G13930	
			AT5G13940	
			AT5G13950	
			AT5G13960	
			AT5G13970	
			AT5G13980	
			AT5G13990	
			AT5G14000	
			AT5G14010	
			AT5G14020	
			AT5G14030	
			AT5G14040	
			AT5G14050	
			AT5G14060	
			AT5G14070	
			AT5G14080	
			AT5G14100	
			AT5G14105	
			AT5G14110	
			AT5G14120	
			AT5G14130	
			AT5G14140	
			AT5G14150	
			AT5G14160	
			AT5G14200	
			AT5G14210	
			AT5G14220	
			AT5G14230	
			AT5G14240	
			AT5G14250	
			AT5G14260	
			AT5G14270	
			AT5G14275	
			AT5G14280	
			AT5G14285	
			AT5G14290	
			AT5G14300	
			AT5G14310	
			AT5G14330	
			AT5G14340	
			AT5G14345	
			AT5G14350	
			AT5G14360	
			AT5G14370	
			AT5G14380	
			AT5G14390	
			AT5G14400	
			AT5G14410	
			AT5G14420	
			AT5G14430	
			AT5G14440	
			AT5G14450	
			AT5G14460	
			AT5G14470	
			AT5G14480	
			AT5G14490	
			AT5G14500	
			AT5G14510	
			AT5G14515	
			AT5G14520	
			AT5G14530	
			AT5G14540	
			AT5G14550	
			AT5G14560	
			AT5G14570	
			AT5G14580	
			AT5G14590	
			AT5G14600	
			AT5G14602	
			AT5G14610	
			AT5G14620	
			AT5G14650	
			AT5G14660	
			AT5G14670	
			AT5G14680	
			AT5G14690	
			AT5G14700	
			AT5G14710	
			AT5G14720	
			AT5G14730	
			AT5G14740	
			AT5G14750	
			AT5G14760	
			AT5G14770	
			AT5G14780	
			AT5G14790	
			AT5G14800	
			AT5G14820	
			AT5G14850	
			AT5G14860	
			AT5G14870	
			AT5G14880	
			AT5G14890	
			AT5G14895	
			AT5G14900	
			AT5G14910	
			AT5G14920	
			AT5G14930	
			AT5G14940	
			AT5G14950	
			AT5G14960	
			AT5G14970	
			AT5G14980	
			AT5G14990	
			AT5G14995	
			AT5G15000	
			AT5G15008	
			AT5G15010	
			AT5G15020	
			AT5G15025	
			AT5G15030	
			AT5G15040	
			AT5G15050	
			AT5G15060	
			AT5G15070	
			AT5G15080	
			AT5G15090	
			AT5G15100	
			AT5G15110	
			AT5G15120	
			AT5G15130	
			AT5G15140	
			AT5G15150	
			AT5G15160	
			AT5G15170	
			AT5G15180	
			AT5G15190	
			AT5G15200	
			AT5G15210	
			AT5G15220	
			AT5G15230	
			AT5G15240	
			AT5G15250	
			AT5G15260	
			AT5G15265	
			AT5G15270	
			AT5G15280	
			AT5G15290	
			AT5G15310	
			AT5G15320	
			AT5G15330	
			AT5G15340	
			AT5G15350	
			AT5G15360	
			AT5G15390	
			AT5G15400	
			AT5G15410	
			AT5G15420	
			AT5G15430	
			AT5G15440	
			AT5G15450	
			AT5G15460	
			AT5G15470	
			AT5G15480	
			AT5G15490	
			AT5G15500	
			AT5G15510	
			AT5G15520	
			AT5G15530	
			AT5G15533	
			AT5G15537	
			AT5G15540	
			AT5G15550	
			AT5G15560	
			AT5G15570	
			AT5G15580	
			AT5G15581	
			AT5G15600	
			AT5G15610	
			AT5G15620	
			AT5G15630	
			AT5G15640	
			AT5G15650	
			AT5G15660	
			AT5G15670	
			AT5G15680	
			AT5G15685	
			AT5G15690	
			AT5G15700	
			AT5G15710	
			AT5G15720	
			AT5G15725	
			AT5G15730	
			AT5G15740	
			AT5G15745	
			AT5G15750	
			AT5G15760	
			AT5G15770	
			AT5G15780	
			AT5G15790	
			AT5G15802	
			AT5G15810	
			AT5G15820	
			AT5G15830	
			AT5G15840	
			AT5G15843	
			AT5G15850	
			AT5G15853	
			AT5G15860	
			AT5G15870	
			AT5G15880	
			AT5G15890	
			AT5G15900	
			AT5G15910	
			AT5G15920	
			AT5G15930	
			AT5G15940	
			AT5G15950	
			AT5G15960	
			AT5G15970	
			AT5G15980	
			AT5G16000	
			AT5G16010	
			AT5G16020	
			AT5G16023	
			AT5G16030	
			AT5G16040	
			AT5G16060	
			AT5G16070	
			AT5G16080	
			AT5G16090	
			AT5G16100	
			AT5G16110	
			AT5G16120	
			AT5G16130	
			AT5G16140	
			AT5G16150	
			AT5G16160	
			AT5G16170	
			AT5G16180	
			AT5G16190	
			AT5G16200	
			AT5G16210	
			AT5G16220	
			AT5G16230	
			AT5G16240	
			AT5G16250	
			AT5G16260	
			AT5G16270	
			AT5G16280	
			AT5G16285	
			AT5G16290	
			AT5G16300	
			AT5G16310	
			AT5G16320	
			AT5G16330	
			AT5G16340	
			AT5G16350	
			AT5G16360	
			AT5G16370	
			AT5G16380	
			AT5G16390	
			AT5G16400	
			AT5G16410	
			AT5G16420	
			AT5G16430	
			AT5G16440	
			AT5G16450	
			AT5G16453	
			AT5G16460	
			AT5G16470	
			AT5G16480	
			AT5G16486	
			AT5G16490	
			AT5G16510	
			AT5G16520	
			AT5G16530	
			AT5G16540	
			AT5G16550	
			AT5G16560	
			AT5G16570	
			AT5G16580	
			AT5G16590	
			AT5G16600	
			AT5G16610	
			AT5G16620	
			AT5G16630	
			AT5G16640	
			AT5G16650	
			AT5G16660	
			AT5G16680	
			AT5G16690	
			AT5G16700	
			AT5G16710	
			AT5G16715	
			AT5G16720	
			AT5G16730	
			AT5G16740	
			AT5G16750	
			AT5G16760	
			AT5G16770	
			AT5G16780	
			AT5G16790	
			AT5G16800	
			AT5G16810	
			AT5G16820	
			AT5G16830	
			AT5G16840	
			AT5G16850	
			AT5G16860	
			AT5G16870	
			AT5G16880	
			AT5G16890	
			AT5G16900	
			AT5G16910	
			AT5G16920	
			AT5G16930	
			AT5G16940	
			AT5G16950	
			AT5G16960	
			AT5G16970	
			AT5G16980	
			AT5G16990	
			AT5G17000	
			AT5G17010	
			AT5G17020	
			AT5G17030	
			AT5G17040	
			AT5G17050	
			AT5G17060	
			AT5G17070	
			AT5G17080	
			AT5G17090	
			AT5G17100	
			AT5G17110	
			AT5G17120	
			AT5G17130	
			AT5G17140	
			AT5G17150	
			AT5G17160	
			AT5G17165	
			AT5G17167	
			AT5G17170	
			AT5G17180	
			AT5G17190	
			AT5G17200	
			AT5G17210	
			AT5G17220	
			AT5G17230	
			AT5G17240	
			AT5G17250	
			AT5G17260	
			AT5G17270	
			AT5G17290	
			AT5G17280	
			AT5G17300	
			AT5G17305	
			AT5G17310	
			AT5G17320	
			AT5G17330	
			AT5G17340	
			AT5G17345	
			AT5G17350	
			AT5G17360	
			AT5G17370	
			AT5G17380	
			AT5G17390	
			AT5G17400	
			AT5G17410	
			AT5G17420	
			AT5G17430	
			AT5G17440	
			AT5G17450	
			AT5G17460	
			AT5G17470	
			AT5G17480	
			AT5G17490	
			AT5G17500	
			AT5G17510	
			AT5G17520	
			AT5G17522	
			AT5G17523	
			AT5G17530	
			AT5G17540	
			AT5G17550	
			AT5G17560	
			AT5G17570	
			AT5G17580	
			AT5G17590	
			AT5G17600	
			AT5G17610	
			AT5G17620	
			AT5G17630	
			AT5G17640	
			AT5G17650	
			AT5G17660	
			AT5G17670	
			AT5G17680	
			AT5G17690	
			AT5G17700	
			AT5G17710	
			AT5G17720	
			AT5G17730	
			AT5G17740	
			AT5G17750	
			AT5G17760	
			AT5G17770	
			AT5G17780	
			AT5G17790	
			AT5G17800	
			AT5G17810	
			AT5G17820	
			AT5G17830	
			AT5G17840	
			AT5G17847	
			AT5G17850	
			AT5G17860	
			AT5G17870	
			AT5G17880	
			AT5G17890	
			AT5G17900	
			AT5G17910	
			AT5G17920	
			AT5G17930	
			AT5G17950	
			AT5G17960	
			AT5G17970	
			AT5G17980	
			AT5G18000	
			AT5G18010	
			AT5G18020	
			AT5G18030	
			AT5G18037	
			AT5G18040	
			AT5G18050	
			AT5G18060	
			AT5G18065	
			AT5G18070	
			AT5G18080	
			AT5G18090	
			AT5G18100	
			AT5G18110	
			AT5G18120	
			AT5G18130	
			AT5G18140	
			AT5G18150	
			AT5G18160	
			AT5G18180	
			AT5G18190	
			AT5G18200	
			AT5G18210	
			AT5G18220	
			AT5G18230	
			AT5G18240	
			AT5G18250	
			AT5G18260	
			AT5G18270	
			AT5G18280	
			AT5G18290	
			AT5G18300	
			AT5G18310	
			AT5G18320	
			AT5G18330	
			AT5G18340	
			AT5G18350	
			AT5G18360	
			AT5G18370	
			AT5G18380	
			AT5G18390	
			AT5G18400	
			AT5G18403	
			AT5G18404	
			AT5G18407	
			AT5G18410	
			AT5G18420	
			AT5G18430	
			AT5G18440	
			AT5G18450	
			AT5G18460	
			AT5G18470	
			AT5G18475	
			AT5G18480	
			AT5G18490	
			AT5G18500	
			AT5G18510	
			AT5G18520	
			AT5G18525	
			AT5G18540	
			AT5G18550	
			AT5G18560	
			AT5G18570	
			AT5G18580	
			AT5G18590	
			AT5G18600	
			AT5G18610	
			AT5G18620	
			AT5G18630	
			AT5G18636	
			AT5G18640	
			AT5G18650	
			AT5G18660	
			AT5G18661	
			AT5G18670	
			AT5G18680	
			AT5G18690	
			AT5G18700	
			AT5G18705	
			AT5G18720	
			AT5G18730	
			AT5G18735	
			AT5G18740	
			AT5G18748	
			AT5G18750	
			AT5G18760	
			AT5G18770	
			AT5G18780	
			AT5G18800	
			AT5G18820	
			AT5G18830	
			AT5G18840	
			AT5G18850	
			AT5G18860	
			AT5G18870	
			AT5G18880	
			AT5G18890	
			AT5G18900	
			AT5G18910	
			AT5G18920	
			AT5G18930	
			AT5G18933	
			AT5G18937	
			AT5G18940	
			AT5G18950	
			AT5G18960	
			AT5G18970	
			AT5G18980	
			AT5G18990	
			AT5G19000	
			AT5G19010	
			AT5G19025	
			AT5G19030	
			AT5G19040	
			AT5G19050	
			AT5G19060	
			AT5G19070	
			AT5G19080	
			AT5G19090	
			AT5G19100	
			AT5G19110	
			AT5G19120	
			AT5G19130	
			AT5G19140	
			AT5G19150	
			AT5G19151	
			AT5G19160	
			AT5G19170	
			AT5G19172	
			AT5G19175	
			AT5G19180	
			AT5G19190	
			AT5G19200	
			AT5G19210	
			AT5G19220	
			AT5G19230	
			AT5G19240	
			AT5G19250	
			AT5G19260	
